GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4801130009610,2018-2022,TX,Texas,48,Dallas County,113,009610,1400000US48113009610,"Census Tract 96.10, Dallas County, Texas",48113009610,48113009610,3,7,19100,1,206,19124,02311,1270010,0,96.1,32.9027823,-96.885631,4623,4623,0,0,4623,1598,3025,26.7,27.4,25.5,4886,2048,0,20,0,0,2614,204,2591,154,367,181,20,4886,108,717,50948,295,0.3317,4886,194,4692,16234,3329,2551,76,1453,100,96.02947196,76.6296185,16.88497749
G4801130009611,2018-2022,TX,Texas,48,Dallas County,113,009611,1400000US48113009611,"Census Tract 96.11, Dallas County, Texas",48113009611,48113009611,3,7,19100,1,206,19124,02311,1390772,0,96.11,32.9021569,-96.8765214,3497,3497,0,0,3497,679,2818,40.5,39,43.6,3618,2210,154,136,239,0,645,234,2736,91,677,275,250,3599,97,203,96759,61,0.3854,3618,810,2808,39753,3181,2421,288,1339,100,77.6119403,76.10814209,8.335648791
G4801130009701,2018-2022,TX,Texas,48,Dallas County,113,009701,1400000US48113009701,"Census Tract 97.01, Dallas County, Texas",48113009701,48113009701,3,7,19100,1,206,19124,02311,2545829,0,97.01,32.8879437,-96.8771563,4675,4675,0,0,4660,1183,3477,33.4,32.8,34.8,4919,2482,119,14,56,0,1943,305,2786,156,690,364,159,4898,143,974,76892,118,0.4475,4919,642,4277,31798,3652,2564,191,1540,100,86.94856678,70.20810515,22.80522662
G4801130009702,2018-2022,TX,Texas,48,Dallas County,113,009702,1400000US48113009702,"Census Tract 97.02, Dallas County, Texas",48113009702,48113009702,3,7,19100,1,206,19124,02311,1879773,0,97.02,32.8885622,-96.8626297,3245,3245,0,0,3245,813,2432,39,34.8,44.3,2944,2380,27,3,39,0,134,361,2109,0,143,803,444,2944,93,0,155208,15,0.3773,2944,511,2433,68431,2257,1768,57,1288,100,82.64266304,78.33407178,3.158967391
G4801130009802,2018-2022,TX,Texas,48,Dallas County,113,009802,1400000US48113009802,"Census Tract 98.02, Dallas County, Texas",48113009802,48113009802,3,7,19100,1,206,19124,02311,1546654,0,98.02,32.8717552,-96.8601742,5582,5582,0,0,5582,1479,4103,32.8,31.8,33.6,5673,2170,171,14,15,0,1633,1670,3492,278,931,189,18,5657,173,496,54850,260,0.357,5673,1282,4391,20270,4394,3055,117,1880,100,77.40172748,69.52662722,11.82605621
G4801130009803,2018-2022,TX,Texas,48,Dallas County,113,009803,1400000US48113009803,"Census Tract 98.03, Dallas County, Texas",48113009803,48113009803,3,7,19100,1,206,19124,02311,1452589,0,98.03,32.87597,-96.8751947,2051,2051,0,0,2051,527,1524,34.3,32.4,36.4,2248,1218,119,0,1,0,732,178,1408,68,395,233,72,2247,7,88,78088,73,0.3631,2248,339,1909,32327,1716,1272,41,768,100,84.91992883,74.12587413,4.227859368
G4801130009804,2018-2022,TX,Texas,48,Dallas County,113,009804,1400000US48113009804,"Census Tract 98.04, Dallas County, Texas",48113009804,48113009804,3,7,19100,1,206,19124,02311,1035607,1327,98.04,32.8701843,-96.8716044,7233,7233,0,0,7233,2556,4677,24.3,23,24.8,7341,3557,89,51,86,0,3146,412,3544,194,811,109,19,7322,561,1519,41088,449,0.3518,7341,667,6674,14863,4735,3734,124,2355,100,90.91404441,78.85955649,28.40753892
G4801130009900,2018-2022,TX,Texas,48,Dallas County,113,009900,1400000US48113009900,"Census Tract 99, Dallas County, Texas",48113009900,48113009900,3,7,19100,1,206,19124,02321,23364131,1090067,99,32.8844801,-96.9082259,6273,6273,0,0,6229,1055,5174,30.9,31.9,29.5,6024,1956,1346,0,1271,0,544,907,4408,121,798,1868,611,5962,203,130,77196,120,0.3477,6023,876,5147,45401,5189,4522,174,3599,100,85.45575295,87.14588553,5.585374036
G4801130010001,2018-2022,TX,Texas,48,Dallas County,113,010001,1400000US48113010001,"Census Tract 100.01, Dallas County, Texas",48113010001,48113010001,3,7,19100,1,206,19124,02312,7310455,46338,100.01,32.8239951,-96.8557869,2600,2600,0,0,2355,686,1669,34.5,30.1,40.3,2124,871,1025,0,0,0,77,151,1434,12,321,38,73,2005,165,307,33611,388,0.4564,2005,342,1663,18265,1456,776,272,1004,100,82.94264339,53.2967033,23.54114713
G4801130010002,2018-2022,TX,Texas,48,Dallas County,113,010002,1400000US48113010002,"Census Tract 100.02, Dallas County, Texas",48113010002,48113010002,3,7,19100,1,206,19124,02312,1775475,0,100.02,32.7727791,-96.8133108,4174,4174,0,0,40,20,20,35.4,35.6,32.8,4980,1855,2071,64,10,10,215,755,4282,19,858,81,0,0,0,0,,0,,0,0,0,15817,4980,0,0,0,100,,0,
G4801130010003,2018-2022,TX,Texas,48,Dallas County,113,010003,1400000US48113010003,"Census Tract 100.03, Dallas County, Texas",48113010003,48113010003,3,7,19100,1,206,19124,02312,22306969,417463,100.03,32.8100866,-96.8679172,3254,3254,0,0,3024,117,2907,31.2,32.1,29.6,3702,2157,755,20,223,0,186,361,3349,44,188,1255,438,3669,474,452,88428,127,0.3552,3694,603,3091,63670,3633,3194,190,2458,100,83.67623173,87.9163226,25.2384846
G4801130010101,2018-2022,TX,Texas,48,Dallas County,113,010101,1400000US48113010101,"Census Tract 101.01, Dallas County, Texas",48113010101,48113010101,3,7,19100,1,206,19124,02315,2711800,0,101.01,32.7878308,-96.8488061,5069,5069,0,0,5069,1522,3547,29.9,27.5,35.6,4212,1383,1440,59,18,0,550,762,2326,175,459,140,49,4212,462,522,39436,313,0.5309,4212,1012,3200,20924,3159,1766,207,1427,100,75.97340931,55.90376702,23.36182336
G4801130010102,2018-2022,TX,Texas,48,Dallas County,113,010102,1400000US48113010102,"Census Tract 101.02, Dallas County, Texas",48113010102,48113010102,3,7,19100,1,206,19124,02315,1798141,0,101.02,32.7830388,-96.8345385,2679,2679,0,0,2679,683,1996,33.1,31.3,33.3,3177,1499,84,0,7,0,589,998,1820,303,347,128,14,3177,319,204,55667,228,0.3912,3177,849,2328,17877,2351,1337,75,829,100,73.27667611,56.86941727,16.46207114
G4801130010500,2018-2022,TX,Texas,48,Dallas County,113,010500,1400000US48113010500,"Census Tract 105, Dallas County, Texas",48113010500,48113010500,3,7,19100,1,206,19124,02315,4948641,7464,105,32.7768468,-96.8875949,3201,3201,0,0,3196,856,2340,27.9,40.3,22.8,3280,1894,675,37,0,0,276,398,1748,122,666,93,17,3280,254,881,53608,142,0.3788,3280,500,2780,16368,2438,1547,135,920,100,84.75609756,63.45365053,34.60365854
G4801130010601,2018-2022,TX,Texas,48,Dallas County,113,010601,1400000US48113010601,"Census Tract 106.01, Dallas County, Texas",48113010601,48113010601,3,7,19100,1,206,19124,02315,6861821,8964,106.01,32.7874552,-96.8979923,5540,5540,0,0,5540,1591,3949,34.7,39.1,31.1,5551,3307,140,20,0,0,865,1219,3508,241,1040,447,0,5526,252,759,60069,77,0.4229,5551,821,4730,19880,4275,2749,239,1551,100,85.2098721,64.30409357,18.29533116
G4801130010602,2018-2022,TX,Texas,48,Dallas County,113,010602,1400000US48113010602,"Census Tract 106.02, Dallas County, Texas",48113010602,48113010602,3,7,19100,1,206,19124,02315,2781515,93995,106.02,32.7740423,-96.9156261,3135,3135,0,0,3127,1098,2029,27,25.8,27.2,2932,1184,922,3,0,0,310,513,1553,93,554,76,39,2932,420,280,35541,279,0.4863,2932,561,2371,16131,2000,1278,90,935,100,80.86630287,63.9,23.8744884
G4801130010701,2018-2022,TX,Texas,48,Dallas County,113,010701,1400000US48113010701,"Census Tract 107.01, Dallas County, Texas",48113010701,48113010701,3,7,19100,1,206,19124,02315,10134189,219935,107.01,32.760449,-96.9001936,5543,5543,0,0,5543,1588,3955,26.9,24.7,28.8,6037,2375,707,125,47,0,1763,1020,3246,203,705,420,156,6037,440,1466,51221,399,0.455,6037,612,5425,22188,4359,2834,316,2098,100,89.86251449,65.01491168,31.57197283
G4801130010704,2018-2022,TX,Texas,48,Dallas County,113,010704,1400000US48113010704,"Census Tract 107.04, Dallas County, Texas",48113010704,48113010704,3,7,19100,1,206,19124,02315,5439795,21775,107.04,32.7368272,-96.9075062,5242,5242,0,0,5242,1758,3484,24.2,27.5,22.9,6331,1877,2247,8,124,0,795,1280,3111,279,948,110,41,6331,1930,1043,34613,486,0.5136,6331,1385,4946,13824,4012,2394,237,1973,100,78.12351919,59.67098704,46.9594061
G4801130010804,2018-2022,TX,Texas,48,Dallas County,113,010804,1400000US48113010804,"Census Tract 108.04, Dallas County, Texas",48113010804,48113010804,3,7,19100,1,206,19124,02316,1973916,0,108.04,32.7132352,-96.8627603,4655,4655,0,0,4655,1276,3379,27,27.4,26.8,4980,2233,1708,0,0,0,976,63,2614,180,767,60,47,4980,599,1134,34600,597,0.3708,4959,850,4109,14677,3265,1972,169,1784,100,82.85944747,60.39816233,34.79919679
G4801130010805,2018-2022,TX,Texas,48,Dallas County,113,010805,1400000US48113010805,"Census Tract 108.05, Dallas County, Texas",48113010805,48113010805,3,7,19100,1,206,19124,02316,3055486,0,108.05,32.7115251,-96.8793984,5578,5578,0,0,5436,1708,3728,33.1,22,37.2,5260,2271,1537,0,55,0,953,444,2954,182,765,184,32,5072,95,802,56000,258,0.3872,5043,1117,3926,20019,3838,2365,64,1577,100,77.85048582,61.62063575,17.68533123
G4801130010806,2018-2022,TX,Texas,48,Dallas County,113,010806,1400000US48113010806,"Census Tract 108.06, Dallas County, Texas",48113010806,48113010806,3,7,19100,1,206,19124,02316,3039998,0,108.06,32.6979437,-96.8677107,3512,3512,0,0,3504,767,2737,40.9,34.4,42.8,3812,1511,811,46,90,0,891,463,2659,0,390,816,204,3810,93,381,111667,89,0.4252,3810,639,3171,43773,2818,1942,50,1328,100,83.22834646,68.91412349,12.44094488
G4801130010807,2018-2022,TX,Texas,48,Dallas County,113,010807,1400000US48113010807,"Census Tract 108.07, Dallas County, Texas",48113010807,48113010807,3,7,19100,1,206,19124,02316,2948040,7492,108.07,32.696268,-96.8859012,4074,4074,0,0,4074,1153,2921,28.8,18.9,40.3,4835,1050,2061,0,0,0,1724,0,2695,269,633,350,284,4835,324,1151,67135,194,0.3511,4835,916,3919,22821,3366,2299,78,1492,100,81.05480869,68.3006536,30.50672182
G4801130010808,2018-2022,TX,Texas,48,Dallas County,113,010808,1400000US48113010808,"Census Tract 108.08, Dallas County, Texas",48113010808,48113010808,3,7,19100,1,206,19124,02316,975291,0,108.08,32.7171961,-96.9069772,3616,3616,0,0,3616,965,2651,31.2,50.8,23.5,3305,1765,747,0,0,0,727,66,1871,171,279,132,16,3305,0,492,43622,271,0.3679,3305,629,2676,21982,2716,1627,30,1358,100,80.96822996,59.90427099,14.88653555
G4801130010809,2018-2022,TX,Texas,48,Dallas County,113,010809,1400000US48113010809,"Census Tract 108.09, Dallas County, Texas",48113010809,48113010809,3,7,19100,1,206,19124,02316,1951231,0,108.09,32.7138424,-96.8965208,5630,5630,0,0,5552,1512,4040,35.9,35.7,36.2,5574,2129,1275,469,121,0,591,989,3289,337,648,658,107,5481,504,468,47381,275,0.4574,5481,687,4794,22728,4297,2615,204,1919,100,87.46579091,60.85641145,17.73399015
G4801130010903,2018-2022,TX,Texas,48,Dallas County,113,010903,1400000US48113010903,"Census Tract 109.03, Dallas County, Texas",48113010903,48113010903,3,7,19100,1,206,19124,02319,2834378,0,109.03,32.6764345,-96.8868369,3368,3368,0,0,3363,879,2484,28.5,25.7,28.9,3975,299,2636,98,0,0,406,536,2272,57,709,111,101,3975,459,568,34248,570,0.428,3951,501,3450,20773,2637,1995,134,2056,100,87.31966591,75.65415245,25.83647799
G4801130010904,2018-2022,TX,Texas,48,Dallas County,113,010904,1400000US48113010904,"Census Tract 109.04, Dallas County, Texas",48113010904,48113010904,3,7,19100,1,206,19124,02316,7622014,0,109.04,32.6757414,-96.8721507,3714,3714,0,0,3714,1092,2622,25.8,23.4,26,4264,247,3607,9,24,0,231,146,2223,8,590,297,51,4264,349,505,45412,429,0.409,4264,558,3706,22722,2913,2218,188,1909,100,86.91369606,76.14143495,20.02814259
G4801130010905,2018-2022,TX,Texas,48,Dallas County,113,010905,1400000US48113010905,"Census Tract 109.05, Dallas County, Texas",48113010905,48113010905,3,7,19100,1,206,19124,02316,500627,0,109.05,32.6560945,-96.8721986,2501,2501,0,0,2501,713,1788,22.7,18.6,30.6,3502,100,3301,0,0,0,0,101,1682,0,864,130,0,3502,735,777,36219,544,0.3731,3502,297,3205,13280,2098,1361,65,1512,100,91.51913193,64.87130601,43.17532838
G4801130010906,2018-2022,TX,Texas,48,Dallas County,113,010906,1400000US48113010906,"Census Tract 109.06, Dallas County, Texas",48113010906,48113010906,3,7,19100,1,206,19124,02316,2774930,0,109.06,32.6591538,-96.8624635,4528,4528,0,0,4528,1296,3232,34.6,26,44.6,3666,986,1724,0,0,0,574,382,2447,201,526,428,117,3666,150,326,52175,284,0.5054,3666,595,3071,30267,2892,1882,123,1599,100,83.76977632,65.07607192,12.98417894
G4801130011002,2018-2022,TX,Texas,48,Dallas County,113,011002,1400000US48113011002,"Census Tract 110.02, Dallas County, Texas",48113011002,48113011002,3,7,19100,1,206,19124,02316,2780437,0,110.02,32.6819562,-96.8322342,3099,3099,0,0,3092,592,2500,47.5,47.2,47.5,3707,768,2565,0,0,15,74,285,2819,39,457,781,392,3698,53,314,71979,303,0.407,3707,953,2754,38176,3129,1896,69,1451,100,74.29188023,60.59443912,9.924283396
G4801130011003,2018-2022,TX,Texas,48,Dallas County,113,011003,1400000US48113011003,"Census Tract 110.03, Dallas County, Texas",48113011003,48113011003,3,7,19100,1,206,19124,02316,2432482,0,110.03,32.6800036,-96.8470357,4221,4221,0,0,4218,762,3456,49.3,42.7,50,4771,1307,2555,0,0,0,424,485,3530,112,1144,512,196,4771,181,1453,56324,79,0.4367,4771,832,3939,25755,3890,2023,85,1767,100,82.5613079,52.00514139,34.2485852
G4801130011004,2018-2022,TX,Texas,48,Dallas County,113,011004,1400000US48113011004,"Census Tract 110.04, Dallas County, Texas",48113011004,48113011004,3,7,19100,1,206,19124,02316,931480,0,110.04,32.6861446,-96.853189,2473,2473,0,0,2473,621,1852,41.9,41.5,42,2529,417,1280,16,0,0,816,0,1636,0,519,131,0,2529,376,270,55891,177,0.3097,2529,394,2135,21296,1922,930,0,1042,100,84.42071965,48.38709677,25.54369316
G4801130011101,2018-2022,TX,Texas,48,Dallas County,113,011101,1400000US48113011101,"Census Tract 111.01, Dallas County, Texas",48113011101,48113011101,3,7,19100,1,206,19124,02316,4923611,8682,111.01,32.6581693,-96.8479962,4458,4458,0,0,4449,965,3484,47,44.4,48.5,4682,643,3278,0,0,0,414,347,3454,85,923,758,231,4682,516,289,68684,140,0.3906,4682,1168,3514,32344,3906,2126,94,1727,100,75.05339599,54.42908346,17.19350705
G4801130011103,2018-2022,TX,Texas,48,Dallas County,113,011103,1400000US48113011103,"Census Tract 111.03, Dallas County, Texas",48113011103,48113011103,3,7,19100,1,206,19124,02316,2132599,0,111.03,32.6682905,-96.8311433,3948,3948,0,0,3939,1043,2896,41,41.7,40.6,3442,1282,1419,0,18,0,438,285,2199,129,529,316,143,3442,312,500,40371,193,0.5284,3442,641,2801,21844,2628,1205,35,1208,100,81.37710633,45.85235921,23.5909355
G4801130011104,2018-2022,TX,Texas,48,Dallas County,113,011104,1400000US48113011104,"Census Tract 111.04, Dallas County, Texas",48113011104,48113011104,3,7,19100,1,206,19124,02316,1952401,0,111.04,32.6520222,-96.8352696,3844,3844,0,0,3844,1065,2779,42.9,42.4,44.1,4620,1083,2564,0,0,0,629,344,3098,250,1418,95,52,4620,387,846,34368,333,0.4027,4620,1173,3447,16145,3722,1833,151,1619,100,74.61038961,49.24771628,26.68831169
G4801130011105,2018-2022,TX,Texas,48,Dallas County,113,011105,1400000US48113011105,"Census Tract 111.05, Dallas County, Texas",48113011105,48113011105,3,7,19100,1,206,19124,02316,1526080,0,111.05,32.6527317,-96.8269671,4726,4726,0,0,4726,1573,3153,28.5,25.9,31.3,5586,1629,2755,0,0,0,577,625,3121,187,1278,167,81,5586,559,1347,39618,562,0.4363,5586,748,4838,18461,4058,2435,63,1761,100,86.60938059,60.00492854,34.12101683
G4801130011201,2018-2022,TX,Texas,48,Dallas County,113,011201,1400000US48113011201,"Census Tract 112.01, Dallas County, Texas",48113011201,48113011201,3,7,19100,1,206,19124,02304,3654530,0,112.01,32.6523255,-96.8144928,3990,3990,0,0,3990,1270,2720,29.4,22,34,4346,681,2647,4,0,0,895,119,2382,113,577,162,115,4346,671,174,56824,426,0.3455,4346,1290,3056,18366,2929,1772,102,1482,100,70.31753336,60.49846364,19.44316613
G4801130011202,2018-2022,TX,Texas,48,Dallas County,113,011202,1400000US48113011202,"Census Tract 112.02, Dallas County, Texas",48113011202,48113011202,3,7,19100,1,206,19124,02304,3880488,0,112.02,32.6733797,-96.8146368,2890,2890,0,0,2890,652,2238,39.9,32.1,58.1,2381,297,1729,0,0,0,263,92,1552,8,480,232,100,2381,53,43,58975,78,0.3716,2381,469,1912,28225,1859,1011,55,1002,100,80.30239395,54.38407746,4.031919362
G4801130011300,2018-2022,TX,Texas,48,Dallas County,113,011300,1400000US48113011300,"Census Tract 113, Dallas County, Texas",48113011300,48113011300,3,7,19100,1,206,19124,02304,7695045,0,113,32.6663398,-96.7955642,5417,5417,0,0,5400,1261,4139,40.1,31.5,45.9,5698,853,4222,8,0,0,295,320,4117,34,1434,461,229,5635,426,594,51456,365,0.4541,5698,1233,4465,23608,4616,2492,209,2119,100,78.36082836,53.98613518,18.10115351
G4801130011401,2018-2022,TX,Texas,48,Dallas County,113,011401,1400000US48113011401,"Census Tract 114.01, Dallas County, Texas",48113011401,48113011401,3,7,19100,1,206,19124,02304,4260789,1063,114.01,32.6745231,-96.7666327,5935,5935,0,0,5651,2114,3537,22.8,19.7,27.8,5718,526,4267,0,121,0,286,518,2751,24,659,280,35,5539,1066,1397,34286,908,0.4847,5718,1113,4605,12896,3500,1733,44,2176,100,80.53515215,49.51428571,44.4665102
G4801130011500,2018-2022,TX,Texas,48,Dallas County,113,011500,1400000US48113011500,"Census Tract 115, Dallas County, Texas",48113011500,48113011500,3,7,19100,1,206,19124,02314,15115739,837187,115,32.7347662,-96.7268403,4588,4456,132,0,4588,1600,2988,22.4,19.6,23.9,4907,1464,1787,0,0,0,537,1119,2244,202,589,92,94,4907,681,1222,26725,406,0.4944,4907,252,4655,16274,3194,1841,115,1569,97.12292938,94.86447932,57.63932373,38.78133279
G4801130011601,2018-2022,TX,Texas,48,Dallas County,113,011601,1400000US48113011601,"Census Tract 116.01, Dallas County, Texas",48113011601,48113011601,3,7,19100,1,206,19124,02304,10003155,186228,116.01,32.7048154,-96.7163225,4492,4006,486,0,4492,1434,3058,33.5,42.5,31,4526,1780,1592,167,0,0,428,559,2767,127,1123,52,13,4526,793,698,43255,396,0.4829,4526,653,3873,15308,3332,1296,128,1671,89.18076581,85.57224923,38.89555822,32.94299602
G4801130011603,2018-2022,TX,Texas,48,Dallas County,113,011603,1400000US48113011603,"Census Tract 116.03, Dallas County, Texas",48113011603,48113011603,3,7,19100,1,206,19124,02304,4950867,0,116.03,32.6958251,-96.6731385,3709,3709,0,0,3709,1330,2379,27.5,27.6,25.9,3609,1399,249,16,340,0,244,1361,1928,159,425,182,7,3609,148,539,69833,210,0.3869,3609,650,2959,20549,2338,1611,86,894,100,81.98947077,68.90504705,19.03574397
G4801130011604,2018-2022,TX,Texas,48,Dallas County,113,011604,1400000US48113011604,"Census Tract 116.04, Dallas County, Texas",48113011604,48113011604,3,7,19100,1,206,19124,02304,5048643,12217,116.04,32.6885825,-96.6518761,3939,3939,0,0,3939,1346,2593,30.4,25.5,32.8,3686,1820,361,89,0,0,789,627,2067,170,620,189,11,3686,323,703,54631,142,0.3723,3686,1042,2644,18689,2615,1594,16,1002,100,71.73087358,60.95602295,27.83505155
G4801130011701,2018-2022,TX,Texas,48,Dallas County,113,011701,1400000US48113011701,"Census Tract 117.01, Dallas County, Texas",48113011701,48113011701,3,7,19100,1,206,19124,02305,4769940,15292,117.01,32.7119955,-96.6620633,6420,6420,0,0,6385,1984,4401,27.7,31.1,27.4,6712,3381,916,16,0,0,703,1696,3598,157,1038,236,0,6694,622,699,51089,405,0.3877,6712,928,5784,16629,5027,2671,135,1959,100,86.17401669,53.13308136,19.73409023
G4801130011702,2018-2022,TX,Texas,48,Dallas County,113,011702,1400000US48113011702,"Census Tract 117.02, Dallas County, Texas",48113011702,48113011702,3,7,19100,1,206,19124,02305,5492636,0,117.02,32.7052049,-96.6408821,5704,5704,0,0,5704,1683,4021,27.8,26.4,29.9,5743,2581,397,49,19,0,928,1769,3155,116,760,109,80,5743,227,456,52598,332,0.3319,5743,622,5121,16429,3974,2337,43,1707,100,89.16942365,58.80724711,11.89273899
G4801130011801,2018-2022,TX,Texas,48,Dallas County,113,011801,1400000US48113011801,"Census Tract 118.01, Dallas County, Texas",48113011801,48113011801,3,7,19100,1,206,19124,02305,2615291,21963,118.01,32.72675,-96.6404799,5632,5632,0,0,5625,1805,3820,30.2,26.1,31.4,4970,2368,1455,0,0,0,98,1049,2661,17,918,178,0,4970,248,570,53532,341,0.3217,4970,392,4578,17988,3276,2064,28,1538,100,92.11267606,63.003663,16.45875252
G4801130011802,2018-2022,TX,Texas,48,Dallas County,113,011802,1400000US48113011802,"Census Tract 118.02, Dallas County, Texas",48113011802,48113011802,3,7,19100,1,206,19124,02305,2422254,25624,118.02,32.7270532,-96.6552588,4336,4336,0,0,4336,1335,3001,21.1,24.2,19.6,4548,3218,234,0,54,15,559,468,2101,263,560,83,0,4548,53,894,69323,187,0.3479,4532,306,4226,17876,3120,1757,64,1133,100,93.24801412,56.31410256,20.82233949
G4801130011901,2018-2022,TX,Texas,48,Dallas County,113,011901,1400000US48113011901,"Census Tract 119.01, Dallas County, Texas",48113011901,48113011901,3,7,19100,1,206,19124,02305,2087006,4088,119.01,32.7410615,-96.6557005,4771,4771,0,0,4756,1424,3332,27.9,31.8,27.8,3939,2083,660,35,94,0,537,530,2190,108,599,92,93,3939,0,942,54819,218,0.3319,3939,802,3137,17478,2752,1674,89,1191,100,79.63950241,60.82848837,23.91469916
G4801130011902,2018-2022,TX,Texas,48,Dallas County,113,011902,1400000US48113011902,"Census Tract 119.02, Dallas County, Texas",48113011902,48113011902,3,7,19100,1,206,19124,02305,2597923,0,119.02,32.7414579,-96.639815,5165,5165,0,0,5148,1538,3610,31.5,32,31.5,4415,2198,332,86,0,0,935,864,2537,110,889,160,44,4385,640,554,62286,87,0.398,4415,373,4042,20745,3311,1943,32,1191,100,91.55152888,58.68317729,27.22919042
G4801130012000,2018-2022,TX,Texas,48,Dallas County,113,012000,1400000US48113012000,"Census Tract 120, Dallas County, Texas",48113012000,48113012000,3,7,19100,1,206,19124,02305,2551715,20339,120,32.7558865,-96.6583533,11383,11383,0,0,11353,3610,7743,24.6,23,25.3,10373,3672,3367,0,105,0,749,2480,5132,181,1489,491,86,10373,628,2657,37716,663,0.4072,10373,1388,8985,16820,6828,4111,16,3550,100,86.6191073,60.20796719,31.66875542
G4801130012101,2018-2022,TX,Texas,48,Dallas County,113,012101,1400000US48113012101,"Census Tract 121.01, Dallas County, Texas",48113012101,48113012101,3,7,19100,1,206,19124,02305,834156,0,121.01,32.7661976,-96.6522299,3607,3607,0,0,3600,1237,2363,30.5,26.7,31.9,3039,975,1545,0,0,0,124,395,1737,33,440,188,12,3039,496,227,46792,255,0.4159,3022,222,2800,20151,2077,1426,70,1063,100,92.65387161,68.65671642,23.79072063
