CTFIPS,Average of DS_PM_pred
48439102102,8.961702186
48439102201,8.912153005
48439102202,8.89092623
48439102301,8.798128415
48439102302,8.768822404
48439102401,8.827398907
48439102402,8.791784153
48439102500,8.846751366
48439102601,8.863
48439102602,8.892202186
48439102700,8.917677596
48439103500,8.962016393
48439103601,8.962702186
48439103602,8.96320765
48439103701,8.952803279
48439103702,8.951278689
48439103800,8.933480874
48439104100,8.918592896
48439104202,8.842122951
48439104203,8.87026776
48439104204,8.889650273
48439104301,8.869579235
48439104302,8.904218579
48439104400,8.890762295
48439104502,8.895811475
48439104503,8.876300546
48439104504,8.883920765
48439104505,8.910846995
48439104601,8.933603825
48439104602,8.916795082
48439104603,8.890210383
48439104604,8.927046448
48439104605,8.898215847
48439104701,8.860893443
48439104702,8.825265027
48439104802,8.816226776
48439104803,8.863655738
48439104804,8.840715847
48439104900,9.048874317
48439105007,9.017060109
48439105008,9.015226776
48439105009,9.04710929
48439105201,8.76884153
48439105203,8.744300546
48439105204,8.734278689
48439105206,8.744989071
48439105207,8.753489071
48439105403,8.863781421
48439105404,8.81323224
48439105405,8.820136612
48439105407,8.798614754
48439105408,8.785901639
48439105502,8.771606557
48439105503,8.750461749
48439105505,8.776169399
48439105511,8.7375
48439105512,8.744185792
48439105513,8.755188525
48439105514,8.772795082
48439105515,8.720161202
48439105516,8.713803279
48439105517,8.741076503
48439105518,8.721005464
48439105519,8.748434426
48439105520,8.715398907
48439105600,8.811038251
48439105701,8.788636612
48439105703,8.770333333
48439105705,8.757672131
48439105706,8.762898907
48439105800,8.80186612
48439105901,8.844357923
48439105902,8.864172131
48439106002,8.81573224
48439106004,8.800322404
48439106005,8.795092896
48439106006,8.771838798
48439106101,8.914303279
48439106102,8.890281421
48439106201,8.92773224
48439106202,8.933489071
48439106300,8.951770492
48439106400,8.936265027
48439106502,8.994256831
48439106503,8.993923497
48439106507,8.999702186
48439106509,9.00434153
48439106512,8.989019126
48439106513,8.980803279
48439106514,8.991601093
48439106515,9.004398907
48439106518,8.973196721
48439106519,9.003396175
48439106520,9.007081967
48439106521,8.99502459
48439106522,8.998754098
48439106523,8.978538251
48439106524,8.995245902
48439106525,9.014601093
48439106526,9.007614754
48439106600,8.892778689
48439106700,8.821262295
48439110102,9.03134153
48439110103,9.027581967
48439110104,9.028778689
48439110202,9.043270492
48439110204,9.030896175
48439110205,9.02023224
48439110206,9.013510929
48439110301,9.022398907
48439110302,9.02902459
48439110401,8.878745902
48439110402,8.945112022
48439110500,8.932584699
48439110600,8.871510929
48439110703,8.763415301
48439110704,8.801281421
48439110705,8.794745902
48439110706,8.78104918
48439110805,8.722516393
48439110806,8.634030055
48439110807,8.650631148
48439110808,8.599240437
48439110809,8.634352459
48439110901,8.736256831
48439110903,8.785655738
48439110905,8.730483607
48439110906,8.643836066
48439110907,8.675453552
48439111003,8.782666667
48439111010,8.569964481
48439111015,8.691057377
48439111018,8.62145082
48439111019,8.754846995
48439111020,8.750685792
48439111021,8.699122951
48439111022,8.663560109
48439111023,8.713702186
48439111024,8.714863388
48439111025,8.74589071
48439111026,8.73645082
48439111027,8.739994536
48439111028,8.717229508
48439111029,8.697800546
48439111030,8.691478142
48439111031,8.674639344
48439111032,8.701628415
48439111033,8.677546448
48439111102,8.848161202
48439111103,8.874262295
48439111104,8.877412568
48439111202,8.804978142
48439111203,8.758521858
48439111204,8.726174863
48439111304,8.81873224
48439111306,8.76660929
48439111307,8.791811475
48439111308,8.785699454
48439111309,8.767595628
48439111311,8.820915301
48439111312,8.79186612
48439111314,8.776401639
48439111315,8.821174863
48439111316,8.844174863
48439111317,8.760653005
48439111318,8.789740437
48439111319,8.803434426
48439111320,8.798505464
48439111402,8.872215847
48439111405,8.835751366
48439111406,8.813177596
48439111407,8.857163934
48439111408,8.829486339
48439111409,8.866136612
48439111410,8.892010929
48439111411,8.864355191
48439111505,8.95879235
48439111506,8.955467213
48439111513,8.900502732
48439111514,8.904579235
48439111516,8.901748634
48439111522,8.932857923
48439111525,8.92018306
48439111526,8.949576503
48439111529,8.938125683
48439111530,8.903352459
48439111531,8.906185792
48439111532,8.884551913
48439111533,8.886814208
48439111534,8.884748634
48439111536,8.922590164
48439111538,8.896278689
48439111540,8.901811475
48439111541,8.894647541
48439111542,8.870188525
48439111543,8.875303279
48439111544,8.863396175
48439111545,8.929901639
48439111546,8.920532787
48439111551,8.826467213
48439111552,8.933579235
48439111553,8.918797814
48439111554,8.889576503
48439111555,8.880349727
48439111556,8.933915301
48439111557,8.935724044
48439111558,8.939270492
48439111559,8.929672131
48439111560,8.868084699
48439111561,8.87284153
48439111562,8.861273224
48439111563,8.863844262
48439111564,8.845489071
48439111565,8.81281694
48439111566,8.827330601
48439111567,8.845360656
48439111568,8.848092896
48439111569,8.922010929
48439111570,8.926986339
48439111571,8.913669399
48439111572,8.909483607
48439113003,8.966855191
48439113004,8.95695082
48439113005,8.955571038
48439113006,8.940248634
48439113007,8.931325137
48439113102,8.989147541
48439113104,8.973991803
48439113107,8.980494536
48439113108,8.993724044
48439113109,8.968948087
48439113110,8.971155738
48439113112,8.982584699
48439113115,8.966740437
48439113116,8.975934426
48439113117,8.97995082
48439113118,8.976598361
48439113119,8.98626776
48439113120,8.982330601
48439113121,8.98176776
48439113122,8.973765027
48439113206,9.023617486
48439113207,8.981254098
48439113210,8.988688525
48439113212,9.018969945
48439113213,9.015407104
48439113214,8.999387978
48439113215,9.002718579
48439113216,9.009131148
48439113217,9.016822404
48439113218,8.995196721
48439113221,9.007237705
48439113222,9.009991803
48439113223,9.008994536
48439113301,9.021221311
48439113302,9.023112022
48439113403,9.003721311
48439113404,9.015669399
48439113407,8.998355191
48439113408,9.008595628
48439113409,9.010972678
48439113410,9.01489071
48439113509,8.989256831
48439113510,8.985122951
48439113511,8.991590164
48439113512,8.99418306
48439113513,8.980904372
48439113514,8.996636612
48439113516,8.985874317
48439113517,8.985527322
48439113519,8.986530055
48439113520,8.981846995
48439113521,8.98076776
48439113522,8.979142077
48439113607,9.005057377
48439113611,8.992057377
48439113612,8.996467213
48439113613,9.002065574
48439113618,9.001800546
48439113619,8.998081967
48439113622,8.989756831
48439113623,8.990224044
48439113624,8.987877049
48439113625,8.991297814
48439113626,8.994439891
48439113628,8.990125683
48439113629,8.997377049
48439113630,8.993789617
48439113632,8.970256831
48439113633,8.981795082
48439113634,8.976743169
48439113635,8.968631148
48439113636,8.969674863
48439113637,8.993169399
48439113638,8.990655738
48439113639,8.981010929
48439113640,8.959281421
48439113707,8.926166667
48439113709,8.978734973
48439113710,8.939019126
48439113711,8.952060109
48439113712,8.969833333
48439113713,8.953166667
48439113714,8.940855191
48439113715,8.954016393
48439113716,8.952680328
48439113803,8.981169399
48439113808,8.994076503
48439113809,9.004898907
48439113810,9.011021858
48439113811,9.019166667
48439113812,8.961243169
48439113813,8.969617486
48439113814,8.97507377
48439113815,8.952920765
48439113816,8.939030055
48439113906,8.912002732
48439113908,8.942398907
48439113912,8.928636612
48439113916,8.990404372
48439113917,9.004737705
48439113918,8.990185792
48439113919,8.980445355
48439113920,8.981948087
48439113923,8.976385246
48439113924,8.974284153
48439113925,8.988691257
48439113930,8.959734973
48439113931,8.934724044
48439113932,8.819644809
48439113933,8.89968306
48439113934,8.907270492
48439113935,8.915407104
48439113936,8.943054645
48439113937,8.944355191
48439113938,8.950825137
48439113939,8.873622951
48439113940,8.849849727
48439113941,8.822486339
48439113942,8.848836066
48439113943,8.85370765
48439113944,8.879961749
48439113945,8.888994536
48439113946,8.965213115
48439113947,8.946016393
48439113948,8.95295082
48439113949,8.935076503
48439113950,8.921478142
48439113951,8.923576503
48439113952,8.911928962
48439113953,8.86602459
48439113954,8.872021858
48439113955,8.894379781
48439113956,8.923081967
48439113957,8.949355191
48439113958,8.949456284
48439114003,8.965486339
48439114006,8.957445355
48439114009,8.874978142
48439114010,8.927439891
48439114011,8.898120219
48439114012,8.868937158
48439114013,8.969819672
48439114014,8.921142077
48439114015,8.949180328
48439114105,8.639669399
48439114106,8.787620219
48439114107,8.761918033
48439114108,8.726177596
48439114109,8.894898907
48439114110,8.807928962
48439114111,8.779038251
48439114112,8.687489071
48439114113,8.734224044
48439114203,8.535622951
48439114204,8.605319672
48439114205,8.598278689
48439114206,8.653461749
48439114207,8.676437158
48439121605,8.97779235
48439121606,8.956778689
48439121608,8.941071038
48439121609,8.929691257
48439121610,8.925163934
48439121611,8.90342623
48439121612,8.971418033
48439121613,8.970098361
48439121614,8.971702186
48439121615,8.973923497
48439121702,8.964071038
48439121703,8.971155738
48439121704,8.965562842
48439121904,8.938740437
48439121905,8.943256831
48439121906,8.943885246
48439121907,8.934486339
48439121908,8.938614754
48439122001,8.946852459
48439122002,8.949420765
48439122100,8.962494536
48439122200,8.963909836
48439122300,8.965691257
48439122401,8.960639344
48439122402,8.964172131
48439122500,8.961647541
48439122600,8.960986339
48439122701,8.95789071
48439122702,8.960245902
48439122801,8.944907104
48439122802,8.954284153
48439122901,8.946885246
48439122902,8.944136612
48439123001,8.83829235
48439123002,8.858655738
48439123100,8.960983607
48439123200,9.016789617
48439123301,8.961215847
48439123302,8.977202186
48439123500,8.937442623
48439123600,8.934040984
48439123700,8.931418033
48439980000,8.977379781
Grand Total,8.831556509
